iter	Logloss
615	0.1811169839
616	0.1807249006
617	0.1805098136
618	0.180304749
619	0.1801087073
620	0.1798867229
621	0.1796913569
622	0.1794398544
623	0.1790920553
624	0.1787423137
625	0.1785533243
626	0.1783565789
627	0.1782005
628	0.1779671138
629	0.1777951286
630	0.1775683442
631	0.177162649
632	0.1769065716
633	0.1767205946
634	0.1764644468
635	0.1761788653
636	0.1759360901
637	0.1756929771
638	0.1753941356
639	0.1752601286
640	0.1750809926
641	0.1748616124
642	0.1746686253
643	0.1744659114
644	0.1743139288
645	0.1741387624
646	0.1738739295
647	0.173758644
648	0.1735547618
649	0.1733800177
650	0.1731729683
651	0.1729272652
652	0.1728079117
653	0.1726141785
654	0.172394573
655	0.1721903671
656	0.1719972111
657	0.171735292
658	0.1714410817
659	0.1711887768
660	0.1709826705
661	0.1708388241
662	0.1705952043
663	0.1703853115
664	0.1702085263
665	0.1700037713
666	0.169796722
667	0.1695085082
668	0.1692753612
669	0.1691375395
670	0.1688503533
671	0.168667642
672	0.1684011762
673	0.16826106
674	0.1680842466
675	0.1679319262
676	0.1677427679
677	0.1674528228
678	0.1672346812
679	0.1669567432
680	0.1666972593
681	0.1665372954
682	0.1663437593
683	0.1661646093
684	0.166004195
685	0.1657621658
686	0.1655607892
687	0.1653562877
688	0.1648389528
689	0.1646542426
690	0.1642877501
691	0.1639795902
692	0.1638139394
693	0.1636202766
694	0.1633795143
695	0.1632663685
696	0.1629644865
697	0.1627034543
698	0.1624874945
699	0.162339214
700	0.1621726061
701	0.1619708776
702	0.1618427403
703	0.1616791729
704	0.1615202365
705	0.1613880735
706	0.1612441425
707	0.1610677515
708	0.1609540707
709	0.1608012717
710	0.1606367048
711	0.1604831456
712	0.1603451831
713	0.1600811948
714	0.1599138548
715	0.1596579182
716	0.1595346373
717	0.1593125403
718	0.1591401188
719	0.1589546344
720	0.1587501188
721	0.1586300614
722	0.1584137639
723	0.1581690883
724	0.1580502837
725	0.1579547755
726	0.1578805508
727	0.1577293002
728	0.1574725753
729	0.1573422844
730	0.1572023511
731	0.1570055071
732	0.1567685595
733	0.1566534852
734	0.1563304606
735	0.156158588
736	0.1559558319
737	0.1557558348
738	0.1555433379
739	0.1554162001
740	0.1552489446
741	0.1550231033
742	0.1547890132
743	0.1545271785
744	0.1542896679
745	0.154022442
746	0.1538253446
747	0.1535969132
748	0.1534289821
749	0.1532589536
750	0.1530978213
751	0.1528577066
752	0.1526801894
753	0.1525113574
754	0.1523410755
755	0.152210686
756	0.1520401789
757	0.1518679545
758	0.1516906626
759	0.1514775885
760	0.1513568836
761	0.1511376863
762	0.1509245841
763	0.1506774733
764	0.1504372741
765	0.1502173167
766	0.1500810855
767	0.1498994862
768	0.1496774596
769	0.1494328263
770	0.1492926397
771	0.1491467803
772	0.1489461638
773	0.1487583569
774	0.1486328238
775	0.1484213122
776	0.1483087716
777	0.1481954427
778	0.1479799193
779	0.1477627913
780	0.1475949587
781	0.1473807726
782	0.1472146432
783	0.1470296515
784	0.1467894945
785	0.1466760952
786	0.1464477624
787	0.1463225108
788	0.1461401514
789	0.1459873664
790	0.1458080334
791	0.145627898
792	0.1454048157
793	0.1451911926
794	0.1449911533
795	0.1448671264
796	0.1447476742
797	0.1446207194
798	0.1444555473
799	0.1442464146
800	0.1441410107
801	0.143948094
802	0.1437424663
803	0.1435165124
804	0.143388164
805	0.1432049881
806	0.1430706714
807	0.1429170559
808	0.1427077121
809	0.1424906685
810	0.1422777352
811	0.1420346362
812	0.141865776
813	0.1417768556
814	0.1416509706
815	0.1414629384
816	0.1412882647
817	0.1411437144
818	0.1409888743
819	0.1408610889
820	0.1406967191
821	0.140469808
822	0.1403233715
823	0.1401132394
824	0.1400216303
825	0.1399226734
826	0.139711936
827	0.139455563
828	0.1392690652
829	0.1391629011
830	0.1389945336
831	0.1387843875
832	0.138576775
833	0.1384461885
834	0.1383198249
835	0.1381774565
836	0.1380753464
837	0.1379982361
838	0.1379074435
839	0.1377385551
840	0.1376174138
841	0.1374437395
842	0.1373514267
843	0.1371695599
844	0.1369835266
845	0.1368845275
846	0.1367342199
847	0.1366056886
848	0.1364538467
849	0.1362913491
850	0.1361064277
851	0.1359506867
852	0.1357632035
853	0.1355677108
854	0.1354168121
855	0.135253667
856	0.1350964057
857	0.134932064
858	0.1347347274
859	0.1346027895
860	0.1344781151
861	0.1343675311
862	0.1341633533
863	0.1339661714
864	0.1338579523
865	0.1337457636
866	0.1336022268
867	0.1334538618
868	0.1333422502
869	0.1331928718
870	0.1329816839
871	0.1328324885
872	0.1327416958
873	0.1326413594
874	0.1324392509
875	0.1322675332
876	0.1321455755
877	0.1320200283
878	0.1318248172
879	0.131667753
880	0.1314973585
881	0.1313338333
882	0.1311702658
883	0.1310349074
884	0.1308356422
885	0.1307444836
886	0.1306072953
887	0.1304786513
888	0.1303333972
889	0.130188481
890	0.1300429735
891	0.1298944396
892	0.129750565
893	0.1295760179
894	0.1294575089
895	0.1293335242
896	0.1291521361
897	0.1289767445
898	0.1288018737
899	0.1286788321
900	0.1284864925
901	0.1283260219
902	0.128241817
903	0.1281463792
904	0.1279947626
905	0.1278415131
906	0.1277275508
907	0.1275864492
908	0.1274730781
909	0.1273191389
910	0.1271743774
911	0.1270298412
912	0.1268592215
913	0.1267790847
914	0.1266482167
915	0.1265429958
916	0.1263849463
917	0.1262078795
918	0.1260137382
919	0.1258933993
920	0.1257400794
921	0.1256383072
922	0.1255417715
923	0.1253814838
924	0.1252774453
925	0.1251138919
926	0.1249822215
927	0.124885728
928	0.1247509608
929	0.1246738786
930	0.1246075789
931	0.1244726146
932	0.12437629
933	0.1242413257
934	0.1241567408
935	0.1240064614
936	0.1238363625
937	0.1237620533
938	0.1236231054
939	0.1234751768
940	0.1233250804
941	0.1232302198
942	0.1231523352
943	0.1230247892
944	0.1229428506
945	0.1228322385
946	0.1227211336
947	0.1226126752
948	0.1224226019
949	0.1222086269
950	0.1220702421
951	0.1219313505
952	0.1218455832
953	0.1216505832
954	0.1215391546
955	0.121452782
956	0.121374447
957	0.1212541925
958	0.1211492109
959	0.1210381483
960	0.1209451035
961	0.1208164173
962	0.1207044538
963	0.1206295957
964	0.1205418435
965	0.1204206178
966	0.1203085136
967	0.1201779411
968	0.1200931451
969	0.1199727076
970	0.1198499053
971	0.1197592816
972	0.1195686594
973	0.1194567522
974	0.1193022358
975	0.1191731696
976	0.119061009
977	0.1188827318
978	0.1187483587
979	0.118623445
980	0.1185116926
981	0.1184323582
982	0.1183192404
983	0.1181603604
984	0.1179859893
985	0.1178964988
986	0.1178108441
987	0.1177441854
988	0.1176367334
989	0.1175447584
990	0.1173653128
991	0.1172528144
992	0.1171611138
993	0.1170289297
994	0.1168664601
995	0.1167431793
996	0.1166504582
997	0.1165715249
998	0.1164265172
999	0.1163327896
